Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,"-0,0250446770688866","0,00671498849408717","0,150000385465631",0,0,0,"148,726834096573","4,73345232681242","-6,13913566072873E-06","-1,89872416704455E-05","6,95202353462315","-8,07624704791103E-06","3,18752499734018",0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/base_link.STL,"0,898039215686275","0,917647058823529","0,929411764705882",1,0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/base_link.STL,,Body-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,0
wheel_FL,"7,63278329429795E-17","-0,0449492471492921",0,0,0,0,"0,389968906998643","0,000322138046158454","-6,65852858947508E-37","-1,86618052242594E-37","0,00048299257130799","5,80382085092595E-22","0,000322138046158454",0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/wheel_FL.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/wheel_FL.STL,,Wheel-4,Origin_wheel_FL,Axis_wheel_FL,wheel_FL,continuous,"0,154955093786635","-0,35","-0,0610768464243844","1,5707963267949","1,5707963267949",0,base_link,0,1,0,,,,,,,,,,,,0
wheel_FR,0,"-0,0449492471492921",0,0,0,0,"0,389968906998643","0,000322138046158454","-6,65852858947508E-37","-1,86618052242594E-37","0,00048299257130799","5,80382085092594E-22","0,000322138046158454",0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/wheel_FR.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/wheel_FR.STL,,Wheel-2,Origin_wheel_FR,Axis_wheel_FR,wheel_FR,continuous,"-0,205044906213365","-0,35","-0,0610768464243845","1,5707963267949","1,5707963267949",0,base_link,0,1,0,,,,,,,,,,,,0
wheel_BL,"6,93889390390723E-18","-0,0449492471492921",0,0,0,0,"0,389968906998643","0,000322138046158454","-6,65852858947508E-37","-1,86618052242594E-37","0,00048299257130799","5,80382085092595E-22","0,000322138046158454",0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/wheel_BL.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/wheel_BL.STL,,Wheel-3,Origin_wheel_BL,Axis_wheel_BL,wheel_BL,continuous,"0,154955093786635","0,05","-0,0610768464243845","1,5707963267949","1,5707963267949",0,base_link,0,1,0,,,,,,,,,,,,0
wheel_BR,0,"-0,0449492471492921",0,0,0,0,"0,389968906998643","0,000322138046158454","-6,65852858947508E-37","-1,86618052242594E-37","0,00048299257130799","5,80382085092595E-22","0,000322138046158454",0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/wheel_BR.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://heronSimplebis.SLDASM/meshes/wheel_BR.STL,,Wheel-1,Origin_wheel_BR,Axis_wheel_BR,wheel_BR,continuous,"-0,205044906213365","0,05","-0,0610768464243845","1,5707963267949","1,5707963267949",0,base_link,0,1,0,,,,,,,,,,,,0
